out,sig_angle_deg
198.5,233.64
232.45,233.46
195.18,233.55
206.26,233.55
223.51,233.46
213.51,233.46
214.06,233.46
231.33,233.37
238.08,233.29
244.85,233.2
234.91,233.2
235.53,233.2
255.0,233.02
232.43,233.11
243.62,233.11
255.0,233.02
251.09,233.02
235.02,233.11
246.21,233.11
255.0,233.02
253.68,233.02
254.34,233.02
255.0,233.02
255.0,233.02
255.0,233.02
255.0,233.02
255.0,233.02
241.57,233.11
255.0,233.02
255.0,232.93
255.0,232.93
255.0,232.93
255.0,232.76
255.0,232.67
255.0,232.5
255.0,232.32
255.0,232.14
255.0,231.97
255.0,231.7
255.0,231.35
255.0,231.0
255.0,230.56
255.0,230.03
255.0,229.59
255.0,228.89
255.0,228.19
255.0,227.4
255.0,226.43
255.0,225.29
255.0,224.15
255.0,222.74
255.0,221.07
255.0,219.4
255.0,217.46
255.0,215.18
255.0,212.63
255.0,209.82
255.0,206.83
255.0,207.18
255.0,209.29
255.0,211.14
255.0,212.45
255.0,213.51
255.0,214.04
255.0,214.21
255.0,214.12
255.0,213.68
255.0,212.98
255.0,211.84
255.0,210.43
255.0,208.59
255.0,206.83
255.0,207.18
255.0,208.5
255.0,209.47
255.0,209.73
255.0,209.73
255.0,209.38
255.0,208.59
255.0,207.88
255.0,207.0
255.0,207.71
255.0,208.06
255.0,208.06
255.0,207.71
255.0,207.0
255.0,207.18
255.0,207.62
255.0,207.71
255.0,207.27
255.0,207.0
255.0,207.44
255.0,207.18
255.0,207.09
255.0,207.18
255.0,207.18
255.0,207.18
255.0,207.09
255.0,207.18
255.0,207.18
255.0,207.09
255.0,207.09
255.0,207.18
255.0,207.18
255.0,207.09
255.0,207.18
255.0,207.18
255.0,207.09
255.0,207.18
255.0,207.18
255.0,207.09
255.0,207.18
255.0,207.27
255.0,207.09
255.0,207.18
255.0,207.18
255.0,207.09
255.0,207.09
